Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Long Statement,"The length of the statement ""String[] lines=new String[]{""Compiled method (c1) 39 2 3 java.lang.StringLatin1::hashCode (42 bytes)""`"" total in heap [0x00007fa38a13d490`0x00007fa38a13d998] = 1288""`"" relocation [0x00007fa38a13d600`0x00007fa38a13d638] = 56""`"" main code [0x00007fa38a13d640`0x00007fa38a13d7c0] = 384""`"" stub code [0x00007fa38a13d7c0`0x00007fa38a13d850] = 144""`"" metadata [0x00007fa38a13d850`0x00007fa38a13d858] = 8""`"" scopes data [0x00007fa38a13d858`0x00007fa38a13d8c0] = 104""`"" scopes pcs [0x00007fa38a13d8c0`0x00007fa38a13d980] = 192""`"" dependencies [0x00007fa38a13d980`0x00007fa38a13d988] = 8""`"" nul chk table [0x00007fa38a13d988`0x00007fa38a13d998] = 16""`""----------------------------------------------------------------------""`""java/lang/StringLatin1.hashCode([B)I [0x00007fa38a13d640` 0x00007fa38a13d850] 528 bytes""`""[Entry Point]""`""[Verified Entry Point]""`""[Constants]""`"" # {method} {0x00007fa29d92e888} &apos;hashCode&apos; &apos;([B)I&apos; in &apos;java/lang/StringLatin1&apos;""`"" # parm0: rsi:rsi = &apos;[B&apos;""`"" # [sp+0x40] (sp of caller)""`"" 0x00007fa38a13d640: mov %eax`-0x14000(%rsp)""`"" 0x00007fa38a13d647: push %rbp""`"" 0x00007fa38a13d648: sub $0x30`%rsp""`"" 0x00007fa38a13d64c: movabs $0x7fa29da725e8`%rax ; {metadata(method data for {method} {0x00007fa29d92e888} &apos;hashCode&apos; &apos;([B)I&apos; in &apos;java/lang/StringLatin1&apos;)}""`"" 0x00007fa38a13d656: mov 0xfc(%rax)`%edi""`"" 0x00007fa38a13d65c: add $0x8`%edi""`"" 0x00007fa38a13d65f: mov %edi`0xfc(%rax)""`"" 0x00007fa38a13d665: and $0x1ff8`%edi""`"" 0x00007fa38a13d66b: cmp $0x0`%edi""`"" 0x00007fa38a13d66e: je 0x00007fa38a13d727 ;*iconst_0 {reexecute=0 rethrow=0 return_oop=0}""`"" ; - java.lang.StringLatin1::hashCode@0 (line 173)""`""""`"" 0x00007fa38a13d674: mov 0x10(%rsi)`%eax ;*arraylength {reexecute=0 rethrow=0 return_oop=0}""`"" ; - java.lang.StringLatin1::hashCode@5 (line 174)""`"" ; implicit exception: dispatches to 0x00007fa38a13d748""`"" 0x00007fa38a13d677: mov $0x0`%edi""`"" 0x00007fa38a13d67c: mov $0x0`%ebx""`"" 0x00007fa38a13d681: jmpq 0x00007fa38a13d6e0 ;*iload {reexecute=0 rethrow=0 return_oop=0}""`"" ; - java.lang.StringLatin1::hashCode@10 (line 174)""`""""`"" 0x00007fa38a13d686: xchg %ax`%ax""`"" 0x00007fa38a13d688: movslq %edi`%rdx""`"" 0x00007fa38a13d68b: movsbl 0x18(%rsi`%rdx`1)`%edx ;*baload {reexecute=0 rethrow=0 return_oop=0}""`"" ; - java.lang.StringLatin1::hashCode@19 (line 174)""`""""`"" 0x00007fa38a13d690: mov %rbx`%rcx""`"" 0x00007fa38a13d693: shl $0x5`%ebx""`"" 0x00007fa38a13d696: sub %ecx`%ebx""`"" 0x00007fa38a13d698: and $0xff`%edx""`"" 0x00007fa38a13d69e: add %edx`%ebx""`"" 0x00007fa38a13d6a0: inc %edi""`"" 0x00007fa38a13d6a2: movabs $0x7fa29da725e8`%rdx ; {metadata(method data for {method} {0x00007fa29d92e888} &apos;hashCode&apos; &apos;([B)I&apos; in &apos;java/lang/StringLatin1&apos;)}""`"" 0x00007fa38a13d6ac: mov 0x100(%rdx)`%ecx""`"" 0x00007fa38a13d6b2: add $0x8`%ecx""`"" 0x00007fa38a13d6b5: mov %ecx`0x100(%rdx)""`"" 0x00007fa38a13d6bb: and $0xfff8`%ecx""`"" 0x00007fa38a13d6c1: cmp $0x0`%ecx""`"" 0x00007fa38a13d6c4: je 0x00007fa38a13d74d ; ImmutableOopMap{rsi=Oop }""`"" ;*goto {reexecute=1 rethrow=0 return_oop=0}""`"" ; - java.lang.StringLatin1::hashCode@37 (line 174)""`""""`"" 0x00007fa38a13d6ca: test %eax`0x229d9930(%rip) # 0x00007fa3acb17000""`"" ; {poll}""`"" 0x00007fa38a13d6d0: movabs $0x7fa29da725e8`%rdx ; {metadata(method data for {method} {0x00007fa29d92e888} &apos;hashCode&apos; &apos;([B)I&apos; in &apos;java/lang/StringLatin1&apos;)}""`"" 0x00007fa38a13d6da: incl 0x158(%rdx) ;*goto {reexecute=0 rethrow=0 return_oop=0}""`"" ; - java.lang.StringLatin1::hashCode@37 (line 174)""`""""`"" 0x00007fa38a13d6e0: cmp %eax`%edi""`"" 0x00007fa38a13d6e2: movabs $0x7fa29da725e8`%rdx ; {metadata(method data for {method} {0x00007fa29d92e888} &apos;hashCode&apos; &apos;([B)I&apos; in &apos;java/lang/StringLatin1&apos;)}""`"" 0x00007fa38a13d6ec: movabs $0x148`%rcx""`"" 0x00007fa38a13d6f6: jl 0x00007fa38a13d706""`"" 0x00007fa38a13d6fc: movabs $0x138`%rcx""`"" 0x00007fa38a13d706: mov (%rdx`%rcx`1)`%r8""`"" 0x00007fa38a13d70a: lea 0x1(%r8)`%r8""`"" 0x00007fa38a13d70e: mov %r8`(%rdx`%rcx`1)""`"" 0x00007fa38a13d712: jl 0x00007fa38a13d688 ;*if_icmpge {reexecute=0 rethrow=0 return_oop=0}""`"" ; - java.lang.StringLatin1::hashCode@13 (line 174)""`""""`"" 0x00007fa38a13d718: mov %rbx`%rax""`"" 0x00007fa38a13d71b: add $0x30`%rsp""`"" 0x00007fa38a13d71f: pop %rbp""`"" 0x00007fa38a13d720: test %eax`0x229d98da(%rip) # 0x00007fa3acb17000""`"" ; {poll_return}""`"" 0x00007fa38a13d726: retq ""`"" 0x00007fa38a13d727: movabs $0x7fa29d92e888`%r10 ; {metadata({method} {0x00007fa29d92e888} &apos;hashCode&apos; &apos;([B)I&apos; in &apos;java/lang/StringLatin1&apos;)}""`"" 0x00007fa38a13d731: mov %r10`0x8(%rsp)""`"" 0x00007fa38a13d736: movq $0xffffffffffffffff`(%rsp)""`"" 0x00007fa38a13d73e: callq 0x00007fa389cc1200 ; ImmutableOopMap{rsi=Oop }""`"" ;*synchronization entry""`"" ; - java.lang.StringLatin1::hashCode@-1 (line 173)""`"" ; {runtime_call counter_overflow Runtime1 stub}""`"" 0x00007fa38a13d743: jmpq 0x00007fa38a13d674""`"" 0x00007fa38a13d748: callq 0x00007fa389cbc420 ; ImmutableOopMap{rsi=Oop }""`"" ;*arraylength {reexecute=0 rethrow=0 return_oop=0}""`"" ; - java.lang.StringLatin1::hashCode@5 (line 174)""`"" ; {runtime_call throw_null_pointer_exception Runtime1 stub}""`"" 0x00007fa38a13d74d: movabs $0x7fa29d92e888`%r10 ; {metadata({method} {0x00007fa29d92e888} &apos;hashCode&apos; &apos;([B)I&apos; in &apos;java/lang/StringLatin1&apos;)}""`"" 0x00007fa38a13d757: mov %r10`0x8(%rsp)""`"" 0x00007fa38a13d75c: movq $0x25`(%rsp)""`"" 0x00007fa38a13d764: callq 0x00007fa389cc1200 ; ImmutableOopMap{rsi=Oop }""`"" ;*goto {reexecute=1 rethrow=0 return_oop=0}""`"" ; - java.lang.StringLatin1::hashCode@37 (line 174)""`"" ; {runtime_call counter_overflow Runtime1 stub}""`"" 0x00007fa38a13d769: jmpq 0x00007fa38a13d6ca""`"" 0x00007fa38a13d76e: nop""`"" 0x00007fa38a13d76f: nop""`"" 0x00007fa38a13d770: mov 0x2f8(%r15)`%rax""`"" 0x00007fa38a13d777: movabs $0x0`%r10""`"" 0x00007fa38a13d781: mov %r10`0x2f8(%r15)""`"" 0x00007fa38a13d788: movabs $0x0`%r10""`"" 0x00007fa38a13d792: mov %r10`0x300(%r15)""`"" 0x00007fa38a13d799: add $0x30`%rsp""`"" 0x00007fa38a13d79d: pop %rbp""`"" 0x00007fa38a13d79e: jmpq 0x00007fa389cbb980 ; {runtime_call unwind_exception Runtime1 stub}""`"" 0x00007fa38a13d7a3: hlt ""`"" 0x00007fa38a13d7a4: hlt ""`"" 0x00007fa38a13d7a5: hlt ""`"" 0x00007fa38a13d7a6: hlt ""`"" 0x00007fa38a13d7a7: hlt ""`"" 0x00007fa38a13d7a8: hlt ""`"" 0x00007fa38a13d7a9: hlt ""`"" 0x00007fa38a13d7aa: hlt ""`"" 0x00007fa38a13d7ab: hlt ""`"" 0x00007fa38a13d7ac: hlt ""`"" 0x00007fa38a13d7ad: hlt ""`"" 0x00007fa38a13d7ae: hlt ""`"" 0x00007fa38a13d7af: hlt ""`"" 0x00007fa38a13d7b0: hlt ""`"" 0x00007fa38a13d7b1: hlt ""`"" 0x00007fa38a13d7b2: hlt ""`"" 0x00007fa38a13d7b3: hlt ""`"" 0x00007fa38a13d7b4: hlt ""`"" 0x00007fa38a13d7b5: hlt ""`"" 0x00007fa38a13d7b6: hlt ""`"" 0x00007fa38a13d7b7: hlt ""`"" 0x00007fa38a13d7b8: hlt ""`"" 0x00007fa38a13d7b9: hlt ""`"" 0x00007fa38a13d7ba: hlt ""`"" 0x00007fa38a13d7bb: hlt ""`"" 0x00007fa38a13d7bc: hlt ""`"" 0x00007fa38a13d7bd: hlt ""`"" 0x00007fa38a13d7be: hlt ""`"" 0x00007fa38a13d7bf: hlt ""`""[Exception Handler]""`""[Stub Code]""`"" 0x00007fa38a13d7c0: callq 0x00007fa389cbdf80 ; {no_reloc}""`"" 0x00007fa38a13d7c5: mov %rsp`-0x28(%rsp)""`"" 0x00007fa38a13d7ca: sub $0x80`%rsp""`"" 0x00007fa38a13d7d1: mov %rax`0x78(%rsp)""`"" 0x00007fa38a13d7d6: mov %rcx`0x70(%rsp)""`"" 0x00007fa38a13d7db: mov %rdx`0x68(%rsp)""`"" 0x00007fa38a13d7e0: mov %rbx`0x60(%rsp)""`"" 0x00007fa38a13d7e5: mov %rbp`0x50(%rsp)""`"" 0x00007fa38a13d7ea: mov %rsi`0x48(%rsp)""`"" 0x00007fa38a13d7ef: mov %rdi`0x40(%rsp)""`"" 0x00007fa38a13d7f4: mov %r8`0x38(%rsp)""`"" 0x00007fa38a13d7f9: mov %r9`0x30(%rsp)""`"" 0x00007fa38a13d7fe: mov %r10`0x28(%rsp)""`"" 0x00007fa38a13d803: mov %r11`0x20(%rsp)""`"" 0x00007fa38a13d808: mov %r12`0x18(%rsp)""`"" 0x00007fa38a13d80d: mov %r13`0x10(%rsp)""`"" 0x00007fa38a13d812: mov %r14`0x8(%rsp)""`"" 0x00007fa38a13d817: mov %r15`(%rsp)""`"" 0x00007fa38a13d81b: movabs $0x7fa3ab715afa`%rdi ; {external_word}""`"" 0x00007fa38a13d825: movabs $0x7fa38a13d7c5`%rsi ; {internal_word}""`"" 0x00007fa38a13d82f: mov %rsp`%rdx""`"" 0x00007fa38a13d832: and $0xfffffffffffffff0`%rsp""`"" 0x00007fa38a13d836: callq 0x00007fa3ab3bf350 ; {runtime_call MacroAssembler::debug64(char*` long` long*)}""`"" 0x00007fa38a13d83b: hlt ""`""[Deopt Handler Code]""`"" 0x00007fa38a13d83c: movabs $0x7fa38a13d83c`%r10 ; {section_word}""`"" 0x00007fa38a13d846: push %r10""`"" 0x00007fa38a13d848: jmpq 0x00007fa389bfa820 ; {runtime_call DeoptimizationBlob}""`"" 0x00007fa38a13d84d: hlt ""`"" 0x00007fa38a13d84e: hlt ""`"" 0x00007fa38a13d84f: hlt ""`""""`""ImmutableOopMap{rsi=Oop }pc offsets: 138 259 269 297 </print_nmethod>""};"" is 8503.",631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Long Statement,"The length of the statement ""assertEquals(""; {metadata(method data for {method} {0x00007fa29d92e888} 'hashCode' '([B)I' in 'java/lang/StringLatin1')}""`instructions1.get(3).getComment());"" is 157.",631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 5,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 97,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 2,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 2,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 3,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 2,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 3,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 24,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 4,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyParserX86,testParseJDK9Assembly,Magic Number,The method contains a magic number: 6,631
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyProcessor,testSingleAsmMethod,Long Statement,"The length of the statement ""IMetaMember createdMember=UnitTestUtil.setUpTestMember(model`getClass().getName()`""dummyMethod""`void.class`new Class<?>[0]`nmethodAddress);"" is 139.",71
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyProcessor,testSingleAsmMethod,Magic Number,The method contains a magic number: 5,71
jitwatch,org.adoptopenjdk.jitwatch.test,TestAssemblyProcessor,testARM7Assembly,Long Statement,"The length of the statement ""String[] lines=new String[]{""Decoding compiled method 0x73f4a848:""`""Code:""`""[Disassembling for mach=&apos;arm&apos;]""`""[Entry Point]""`""[Constants]""`"" # {method} &apos;add&apos; &apos;(II)I&apos; in &apos;org/adoptopenjdk/jitwatch/test/TestAssemblyProcessor&apos;""`"" # this: rsi:rsi = &apos;org/adoptopenjdk/jitwatch/test/TestAssemblyProcessor&apos;""`"" # parm0: rdx = int""`"" # parm1: rcx = int""`"" # [sp+0x28] (sp of caller)""`"" 0x73f4a940: ldr ip` [r0` #4]""`"" 0x73f4a944: cmp ip` r8""`"" 0x73f4a948: bne 0x73f2fe00 ; {runtime_call}""`"" 0x73f4a94c: nop ; (mov r0` r0)""`""[Verified Entry Point]""`"" 0x73f4a950: sub ip` sp` #64` 24 ; 0x4000""`"" 0x73f4a954: strb r0` [ip]""`"" 0x73f4a958: push {fp` lr}""`"" 0x73f4a95c: sub sp` sp` #32 ;*synchronization entry""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@-1 (line 123)""`""""`"" 0x73f4a960: str r0` [sp` #20]""`"" 0x73f4a964: ldr r5` [r0` #12] ;*getfield value""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@2 (line 123)""`""""`"" 0x73f4a968: ldr r7` [r5` #8] ;*arraylength""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@5 (line 123)""`"" ; implicit exception: dispatches to 0x73f4ab9c""`"" 0x73f4a96c: sub r4` r1` r7""`"" 0x73f4a970: cmp r4` #0""`"" 0x73f4a974: ble 0x73f4aa6c ;*ifle""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@7 (line 123)""`""""`"" 0x73f4a978: lsl r4` r7` #1 ;*ishl""`"" ; - java.lang.AbstractStringBuilder::newCapacity@6 (line 150)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`""""`"" 0x73f4a97c: sub r8` r4` r1""`"" 0x73f4a980: add r9` r8` #2""`"" 0x73f4a984: mvn r6` #136` 4 ; 0x80000008""`"" 0x73f4a988: cmp r9` #0""`"" 0x73f4a98c: blt 0x73f4aa84 ;*ifge""`"" ; - java.lang.AbstractStringBuilder::newCapacity@13 (line 151)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`""""`"" 0x73f4a990: add r9` r4` #2 ;*iload_2""`"" ; - java.lang.AbstractStringBuilder::newCapacity@18 (line 154)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`""""`"" 0x73f4a994: sub fp` r6` r9 ;*isub""`"" ; - java.lang.AbstractStringBuilder::newCapacity@25 (line 154)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`""""`"" 0x73f4a998: lsl r6` r9` #1""`"" 0x73f4a99c: add r4` r6` #19""`"" 0x73f4a9a0: cmp r9` #0""`"" 0x73f4a9a4: ble 0x73f4ab60 ;*ifle""`"" ; - java.lang.AbstractStringBuilder::newCapacity@19 (line 154)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`""""`"" 0x73f4a9a8: cmp fp` #0""`"" 0x73f4a9ac: blt 0x73f4ab7c ;*ifge""`"" ; - java.lang.AbstractStringBuilder::newCapacity@26 (line 154)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`""""`"" 0x73f4a9b0: bic ip` r4` #7""`"" 0x73f4a9b4: cmp r9` #128` 20 ; 0x80000""`"" 0x73f4a9b8: bhi 0x73f4aacc""`"" 0x73f4a9bc: ldr fp` [sl` #52] ; 0x34""`"" 0x73f4a9c0: ldr r6` [sl` #60] ; 0x3c""`"" 0x73f4a9c4: add lr` fp` ip""`"" 0x73f4a9c8: mov r4` #1""`"" 0x73f4a9cc: movw r8` #24880 ; 0x6130""`"" ; {metadata({type array char})}""`"" 0x73f4a9d0: movt r8` #26647 ; 0x6817""`"" 0x73f4a9d4: cmp lr` r6""`"" 0x73f4a9d8: bcs 0x73f4aacc""`"" 0x73f4a9dc: str lr` [sl` #52] ; 0x34""`"" 0x73f4a9e0: str r4` [fp]""`"" 0x73f4a9e4: pldw [lr` #128] ; 0x80""`"" 0x73f4a9e8: str r8` [fp` #4]""`"" 0x73f4a9ec: pldw [lr` #144] ; 0x90""`"" 0x73f4a9f0: str r9` [fp` #8]""`"" 0x73f4a9f4: pldw [lr` #160] ; 0xa0""`"" 0x73f4a9f8: mov r6` r9""`"" 0x73f4a9fc: cmp r7` r9 ;*newarray""`"" ; - java.util.Arrays::copyOf@1 (line 3332)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`""""`"" 0x73f4aa00: movlt r6` r7 ;*invokestatic min""`"" ; - java.util.Arrays::copyOf@11 (line 3334)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`""""`"" 0x73f4aa04: add lr` fp` #12""`"" 0x73f4aa08: sub r2` ip` #16""`"" 0x73f4aa0c: add r1` fp` #16""`"" 0x73f4aa10: cmp r7` r6""`"" 0x73f4aa14: bcc 0x73f4ab08""`"" 0x73f4aa18: cmp r9` r6""`"" 0x73f4aa1c: bcc 0x73f4ab08""`"" 0x73f4aa20: cmp r6` #0""`"" 0x73f4aa24: ble 0x73f4ab40""`"" 0x73f4aa28: add r0` r5` #12""`"" 0x73f4aa2c: cmp r6` r9""`"" 0x73f4aa30: blt 0x73f4aa8c""`"" 0x73f4aa34: ldr r4` [r0]""`"" 0x73f4aa38: str r4` [lr]""`"" 0x73f4aa3c: lsr r2` r2` #3""`"" 0x73f4aa40: add r0` r5` #16""`"" 0x73f4aa44: bl Stub::jlong_disjoint_arraycopy""`"" ;*newarray""`"" ; - java.util.Arrays::copyOf@1 (line 3332)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`"" ; {runtime_call}""`"" 0x73f4aa48: dmb st ;*invokestatic arraycopy""`"" ; - java.util.Arrays::copyOf@14 (line 3333)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`""""`"" 0x73f4aa4c: movw r5` #0""`"" 0x73f4aa50: movt r5` #29614 ; 0x73ae""`"" 0x73f4aa54: ldr r4` [sp` #20]""`"" 0x73f4aa58: lsr r4` r4` #9""`"" 0x73f4aa5c: movw r7` #0""`"" 0x73f4aa60: strb r7` [r5` r4]""`"" 0x73f4aa64: ldr r5` [sp` #20]""`"" 0x73f4aa68: str fp` [r5` #12] ;*synchronization entry""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@-1 (line 123)""`""""`"" 0x73f4aa6c: add sp` sp` #32""`"" 0x73f4aa70: pop {fp` lr}""`"" 0x73f4aa74: movw ip` #53248 ; 0xd000""`"" 0x73f4aa78: movt ip` #30462 ; 0x76fe""`"" 0x73f4aa7c: ldr ip` [ip] ; {poll_return}""`"" 0x73f4aa80: bx lr""`"" 0x73f4aa84: mov r9` r1""`"" 0x73f4aa88: b 0x73f4a994""`"" 0x73f4aa8c: lsl r5` r6` #1""`"" 0x73f4aa90: add r4` r5` #16""`"" 0x73f4aa94: bic r4` r4` #6""`"" 0x73f4aa98: add r7` fp` r4""`"" 0x73f4aa9c: movw r8` #0""`"" 0x73f4aaa0: str r8` [r7` #-4]""`"" 0x73f4aaa4: sub r4` ip` r4""`"" 0x73f4aaa8: mov r8` #0""`"" 0x73f4aaac: mov r5` r4""`"" 0x73f4aab0: subs r5` r5` #4""`"" 0x73f4aab4: strge r8` [r7` r5]""`"" 0x73f4aab8: bgt 0x73f4aab0""`"" 0x73f4aabc: mov r2` r6""`"" 0x73f4aac0: mov r1` lr""`"" 0x73f4aac4: bl Stub::arrayof_jshort_disjoint_arraycopy""`"" ;*invokestatic arraycopy""`"" ; - java.util.Arrays::copyOf@14 (line 3333)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`"" ; {runtime_call}""`"" 0x73f4aac8: b 0x73f4aa48""`"" 0x73f4aacc: mov fp` r0""`"" 0x73f4aad0: str ip` [sp` #16]""`"" 0x73f4aad4: str r7` [sp` #12]""`"" 0x73f4aad8: str r9` [sp` #8]""`"" 0x73f4aadc: str r5` [sp` #4]""`"" 0x73f4aae0: movw r0` #24880 ; 0x6130""`"" ; {metadata({type array char})}""`"" 0x73f4aae4: movt r0` #26647 ; 0x6817""`"" 0x73f4aae8: mov r1` r9""`"" 0x73f4aaec: bl 0x73f4c400 ; OopMap{fp=Oop [4]=Oop [20]=Oop off=432}""`"" ;*newarray""`"" ; - java.util.Arrays::copyOf@1 (line 3332)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`"" ; {runtime_call}""`"" 0x73f4aaf0: ldr r5` [sp` #4]""`"" 0x73f4aaf4: ldr r9` [sp` #8]""`"" 0x73f4aaf8: mov fp` r0""`"" 0x73f4aafc: ldr r7` [sp` #12]""`"" 0x73f4ab00: ldr ip` [sp` #16]""`"" 0x73f4ab04: b 0x73f4a9f8""`"" 0x73f4ab08: movw r7` #0""`"" 0x73f4ab0c: str r7` [lr]""`"" 0x73f4ab10: mov r8` #0""`"" 0x73f4ab14: mov r4` r2""`"" 0x73f4ab18: subs r4` r4` #4""`"" 0x73f4ab1c: strge r8` [r1` r4]""`"" 0x73f4ab20: bgt 0x73f4ab18""`"" 0x73f4ab24: mov r0` r5""`"" 0x73f4ab28: movw r1` #0""`"" 0x73f4ab2c: mov r2` fp""`"" 0x73f4ab30: movw r3` #0""`"" 0x73f4ab34: str r6` [sp]""`"" 0x73f4ab38: bl 0x73f4ce00 ; OopMap{fp=Oop [20]=Oop off=508}""`"" ;*invokestatic arraycopy""`"" ; - java.util.Arrays::copyOf@14 (line 3333)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`"" ; {runtime_call}""`"" 0x73f4ab3c: b 0x73f4aa48""`"" 0x73f4ab40: movw r4` #0""`"" 0x73f4ab44: str r4` [lr]""`"" 0x73f4ab48: mov r4` #0""`"" 0x73f4ab4c: mov r5` r2""`"" 0x73f4ab50: subs r5` r5` #4""`"" 0x73f4ab54: strge r4` [r1` r5]""`"" 0x73f4ab58: bgt 0x73f4ab50 ;*invokestatic arraycopy""`"" ; - java.util.Arrays::copyOf@14 (line 3333)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`""""`"" 0x73f4ab5c: b 0x73f4aa48""`"" 0x73f4ab60: ldr fp` [sp` #20]""`"" 0x73f4ab64: mvn r0` #154 ; 0x9a""`"" 0x73f4ab68: str r5` [sp` #4]""`"" 0x73f4ab6c: str r1` [sp` #12]""`"" 0x73f4ab70: str r9` [sp` #20]""`"" 0x73f4ab74: bl 0x73f2f840 ; OopMap{fp=Oop [4]=Oop off=568}""`"" ;*ifle""`"" ; - java.lang.AbstractStringBuilder::newCapacity@19 (line 154)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`"" ; {runtime_call}""`"" 0x73f4ab78: udf #16 ;*ifle""`"" ; - java.lang.AbstractStringBuilder::newCapacity@19 (line 154)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`""""`"" 0x73f4ab7c: vldr s14` [sp` #20]""`"" 0x73f4ab80: vstr s14` [sp` #4]""`"" 0x73f4ab84: mvn r0` #154 ; 0x9a""`"" 0x73f4ab88: str r5` [sp` #8]""`"" 0x73f4ab8c: str r1` [sp` #16]""`"" 0x73f4ab90: str r9` [sp` #20]""`"" 0x73f4ab94: bl 0x73f2f840 ; OopMap{[4]=Oop [8]=Oop off=600}""`"" ;*ifge""`"" ; - java.lang.AbstractStringBuilder::newCapacity@26 (line 154)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`"" ; {runtime_call}""`"" 0x73f4ab98: udf #16 ;*ifge""`"" ; - java.lang.AbstractStringBuilder::newCapacity@26 (line 154)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@17 (line 125)""`""""`"" 0x73f4ab9c: mvn r0` #9""`"" 0x73f4aba0: bl 0x73f2f840 ; OopMap{off=612}""`"" ;*arraylength""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@5 (line 123)""`"" ; {runtime_call}""`"" 0x73f4aba4: udf #16 ;*invokestatic arraycopy""`"" ; - java.util.Arrays::copyOf@14 (line 3333)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`""""`"" 0x73f4aba8: mov r0` r4""`"" 0x73f4abac: b 0x73f4abb4 ;*newarray""`"" ; - java.util.Arrays::copyOf@1 (line 3332)""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@20 (line 124)""`""""`"" 0x73f4abb0: mov r0` r4 ;*synchronization entry""`"" ; - java.lang.AbstractStringBuilder::ensureCapacityInternal@-1 (line 123)""`""""`"" 0x73f4abb4: add sp` sp` #32""`"" 0x73f4abb8: pop {fp` lr}""`"" 0x73f4abbc: b 0x73f4cd00 ; {runtime_call}""`""[Exception Handler]""`""[Stub Code]""`"" 0x73f4abc0: b 0x73f49740 ; {no_reloc}""`""[Deopt Handler Code]""`"" 0x73f4abc4: sub sp` sp` #4""`"" 0x73f4abc8: push {lr} ; (str lr` [sp` #-4]!)""`"" 0x73f4abcc: sub lr` pc` #16""`"" 0x73f4abd0: str lr` [sp` #4]""`"" 0x73f4abd4: pop {lr} ; (ldr lr` [sp]` #4)""`"" 0x73f4abd8: b 0x73f2fb50 ; {runtime_call}""};"" is 9822.",102
